iter	MultiClass
0	0.9811550731
1	0.8856585157
2	0.8038093829
3	0.7368807694
4	0.680826252
5	0.6296028976
6	0.5921320223
7	0.5559446967
8	0.5227370857
9	0.4959089173
10	0.4696392486
11	0.443287224
12	0.4231528232
13	0.404919901
14	0.3881309742
15	0.3715985348
16	0.3547326784
17	0.3425459103
18	0.3292213554
19	0.3159430111
20	0.3040635522
21	0.294044465
22	0.2838164554
23	0.2773808097
24	0.2685390586
25	0.2607644823
26	0.2543983505
27	0.2480606646
28	0.2419830226
29	0.2378621142
30	0.2336137079
31	0.228444561
32	0.2223668737
33	0.2169580286
34	0.2119427751
35	0.2084026425
36	0.2050549252
37	0.2005791129
38	0.1965558952
39	0.1926672367
40	0.189196802
41	0.1845194985
42	0.1804692057
43	0.1775996698
44	0.1748830579
45	0.1720515776
46	0.1697210217
47	0.1676249379
48	0.1647832621
49	0.1628579893
50	0.161184468
51	0.1593572225
52	0.1573377053
53	0.1548243741
54	0.1538997599
55	0.1516391786
56	0.1498024554
57	0.1485995507
58	0.1469518785
59	0.145254065
60	0.1428570511
61	0.1412498217
62	0.1385851006
63	0.1373766575
64	0.136307465
65	0.1344831635
66	0.133132111
67	0.1318774888
68	0.1306626489
69	0.1297520209
70	0.1287295781
71	0.126986015
72	0.1263783533
73	0.1254452044
74	0.1246807863
75	0.1230835909
76	0.1220210491
77	0.1205819
78	0.1187719494
79	0.1174425968
80	0.1163884398
81	0.1147691406
82	0.11376139
83	0.1125563389
84	0.1113161261
85	0.1103806459
86	0.1093646708
87	0.10846464
88	0.1076148595
89	0.1069151573
90	0.1058865152
91	0.105140942
92	0.1046290795
93	0.1037566698
94	0.1020480401
95	0.1011406079
96	0.1003055337
97	0.09973930316
98	0.098600873
99	0.09815501298
100	0.0976845833
101	0.09694506809
102	0.09574617051
103	0.09476224279
104	0.09411607387
105	0.09358238088
106	0.09273517006
107	0.09187705189
108	0.09112830547
109	0.09083158972
110	0.08948107332
111	0.08837956174
112	0.08777858293
113	0.08712938102
114	0.08643133834
115	0.08584468041
116	0.0850709539
117	0.08454196218
118	0.08366727964
119	0.08310657202
120	0.0828698688
121	0.0816138351
122	0.08079588694
123	0.08032232824
124	0.0799575786
125	0.07896417389
126	0.07840246198
127	0.07795795954
128	0.07762094153
129	0.07720718068
130	0.07667663146
131	0.07613808664
132	0.07554385299
133	0.0748550682
134	0.07449172795
135	0.07389645165
136	0.07360282823
137	0.07321252027
138	0.07283781642
139	0.072539344
140	0.07171228778
141	0.07133782705
142	0.07104611776
143	0.0709469587
144	0.07024024956
145	0.06974800785
146	0.06931493654
147	0.06872401142
148	0.06836960384
149	0.06812478644
150	0.06789104918
151	0.06772454368
152	0.06751631
153	0.06692706934
154	0.06669993521
155	0.06602254667
156	0.06591696554
157	0.06577348284
158	0.06566857252
159	0.06515656373
160	0.06484954959
161	0.06460184698
162	0.06422483148
163	0.0640183113
164	0.06377221085
165	0.06340860728
166	0.0630941632
167	0.06281314219
168	0.06263963707
169	0.06232115189
170	0.06212584202
171	0.06200390561
172	0.06166352882
173	0.06139153219
174	0.06105681144
175	0.0607714829
176	0.06064024951
177	0.06042942501
178	0.06031801275
179	0.05972349729
180	0.05924776533
181	0.05871492938
182	0.058542517
183	0.05843790161
184	0.05805119339
185	0.05774556037
186	0.05703209644
187	0.05668318975
188	0.05642789062
189	0.05628240387
190	0.05614637042
191	0.05574896553
192	0.05554192282
193	0.05533073304
194	0.0549331936
195	0.05469361218
196	0.05454784745
197	0.05410896894
198	0.05388932695
199	0.05333673481
200	0.05323460728
201	0.05282694226
202	0.05255514135
203	0.05226375524
204	0.0520470164
205	0.05197979121
206	0.05178294946
207	0.05149422717
208	0.05124695321
209	0.05091892256
210	0.05070619601
211	0.05053739023
212	0.0502396643
213	0.04997685839
214	0.04990728025
215	0.04977800626
216	0.04955212229
217	0.04946606396
218	0.0490278238
219	0.04882721321
220	0.04855291434
221	0.04825569686
222	0.0479088829
223	0.04758432645
224	0.04736291008
225	0.04713437534
226	0.04676447557
227	0.04634767246
228	0.04623527349
229	0.04603285391
230	0.04581214113
231	0.04575478815
232	0.04566490724
233	0.04552272346
234	0.04528733721
235	0.04504920906
236	0.04494084437
237	0.0448699672
238	0.04463765693
239	0.04451652605
240	0.0443850781
241	0.04412634686
242	0.04390834738
243	0.04362324943
244	0.04334696055
245	0.04306518033
246	0.04295655222
247	0.04285860324
248	0.04249134733
249	0.04229354369
250	0.04212813584
251	0.04201648683
252	0.04182342968
253	0.04178712496
254	0.04154329178
255	0.04140364979
256	0.04118210294
257	0.04086169014
258	0.04070125103
259	0.04052177787
260	0.04040076899
261	0.04020072134
262	0.04002090785
263	0.03982580932
264	0.03974767807
265	0.03961055435
266	0.03944035849
267	0.03933415772
268	0.03920097082
269	0.03899707159
270	0.03878048544
271	0.03857885853
272	0.03843682507
273	0.03828768256
274	0.03782276962
275	0.03761186594
276	0.03729154612
277	0.03717000379
278	0.03702590215
279	0.03691928119
280	0.03664759891
281	0.0365458911
282	0.03637045114
283	0.03621267152
284	0.03613545873
285	0.03601154076
286	0.03587680376
287	0.03576523687
288	0.03560847962
289	0.03553596568
290	0.03540653233
291	0.03520224542
292	0.03507492547
293	0.03492317102
294	0.03479209689
295	0.03471333612
296	0.03462675081
297	0.03450917055
298	0.03438715562
299	0.03426835521
